id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5077095347389746,OwlBkv0ps,5575802502,游戏榜哥,#黑神话悟空#十周目装备搭配推荐！高周目装备只有硬堆减伤来攻略关卡，靠防御是几乎不行的，装备搭配如图所示：,,,,黑神话悟空,0,17,31,2024-09-10 16:35,黑神话悟空超话,"https://wx3.sinaimg.cn/large/0065luWqly1htipfiwesfj31hc0xcnaz.jpg,https://wx3.sinaimg.cn/large/0065luWqly1htipfje920j30qm05tab8.jpg",,,吉林,红V
5076837461920764,OweTo83G4,1800068205,咕噜咕噜芋头,黑神话悟空超话花果山的路比其他几章的路还难找，虽然有了筋斗云，但飞起来湖和树和山是差不多的看了攻略路线前几个没遇到，再回去找居然找不到，一直在几个地方来回转,,,,,0,1,0,2024-09-09 23:30,黑神话悟空超话,,,,广东,普通用户
5076816861860805,Owema7O4Z,7847312844,HALFWAY昵称,#黑神话悟空#鏖战十余个夜晚，于月初通关，耗时一周平复心情。刷完材料进二周目拿白金前，又与猴子硬碰硬过了几招，权当是一周目总结背景板吧。总的来说：难度适中，上限高、门槛低，也不缺轮椅，圈外新人玩家动脑看看攻略也能降妖除魔，铜头铁臂、棍反也给了天命人爽玩的机会；BOSS、小怪设计独一档，就是天命人过强的性能，导致绝大多数都能一次过，反而容易让人错失细细品味的机会；音乐、美术毋庸置疑，可惜PS5机能扯了后腿；火焰山、花果山的关卡设计是硬伤，工期限制，缩水严重，空气墙问题也不大，玩过一章就能熟悉摆放思路；剧情争议反倒没什么，毕竟原著也只是古代神话传说大杂烩，也没统一世界观，全凭说书人的时代特性自圆其说，见仁见智，别拿剧版当原著就行。坐等dlcLHALFWAY昵称的微博视频,,,,黑神话悟空,0,1,0,2024-09-09 22:08,微博视频号,,"http://f.video.weibocdn.com/o0/PWDjZDuilx08hTgUa40801041205LXgx0E030.mp4?label=mp4_720p&template=1278x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1726076867&ssig=z%2F%2FX5nFr%2FE&KID=unistore,video",,浙江,普通用户
5076812392564660,OweeXaLbu,6595699350,梵枫依,黑神话悟空+内卜攻略；进游扶持1w充值卡，后续每天1000-2000充值卡，带科技，要求嘴严不透露，发送111领取,,,,,0,1,1,2024-09-09 21:51,iPhone客户端,,,,安徽,普通用户
5076812201202015,OweeE52Hl,6595699350,梵枫依,黑神话悟空+内卜攻略；进游扶持1w充值卡，后续每天1000-2000充值卡，带科技，要求嘴严不透露，发送111领取,,,,,0,0,0,2024-09-09 21:50,iPhone客户端,,,,安徽,普通用户
5076795787316881,OwdOauHsd,3938580206,爱的裁缝,【紫雨carol】17《黑神话：悟空》全流程、剧情讲解梳理、4K最高画质攻略【第三回：夜生白露】09（本回完）#哔哩哔哩动画#O17《黑神话：悟空》全流程、剧情讲解梳理、4K最高画质攻略【第三回：夜生白露】09（本回完）,,,,哔哩哔哩动画,0,0,0,2024-09-09 20:45,哔哩哔哩,,,,辽宁,普通用户
5076775434979251,OwdhlkTkv,7521375181,小游娘,#黑神话参展核聚变#2024北京核聚变游戏嘉年华发布消息，确认《黑神话：悟空》将现场参展，“二郎神”王国豪杰、“黄风岭无头僧”陕北说书人熊竹英届时将会与玩家见面。还会有「寅虎挑战赛」等活动，所有参与玩家都能获得纪念徽章。#黑神话悟空创作者激励##黑神话悟空攻略#,,,,"黑神话参展核聚变,黑神话悟空创作者激励,黑神话悟空攻略",0,0,1,2024-09-09 19:24,黑神话悟空超话,"https://wx4.sinaimg.cn/large/008d0VgVgy1hthoprkdbzj30j60asq50.jpg,https://wx2.sinaimg.cn/large/008d0VgVgy1hthoprwamfj30j60yi0wk.jpg,https://wx4.sinaimg.cn/large/008d0VgVgy1hthops9la9j30j60yitdi.jpg,https://wx4.sinaimg.cn/large/008d0VgVgy1hthopspmdpj30j60yitdx.jpg,https://wx4.sinaimg.cn/large/008d0VgVgy1hthopt4ktij30j60yin36.jpg,https://wx4.sinaimg.cn/large/008d0VgVgy1hthopto5gaj30j656ukhs.jpg",,,四川,红V
5076775159990076,OwdgTFUSg,7547066798,Game万事通,#黑神话参展核聚变#2024北京核聚变游戏嘉年华发布消息，确认《黑神话：悟空》将现场参展，“二郎神”王国豪杰、“黄风岭无头僧”陕北说书人熊竹英届时将会与玩家见面。还会有「寅虎挑战赛」等活动，所有参与玩家都能获得纪念徽章。#黑神话悟空创作者激励##黑神话悟空攻略#,,,,"黑神话参展核聚变,黑神话悟空创作者激励,黑神话悟空攻略",1,1,4,2024-09-09 19:23,黑神话悟空超话,"https://wx3.sinaimg.cn/large/008eKIPQgy1hthoome3jzj30j60asac5.jpg,https://wx1.sinaimg.cn/large/008eKIPQgy1hthoon45onj30j60yin10.jpg,https://wx1.sinaimg.cn/large/008eKIPQgy1hthooni2gxj30j60yidkn.jpg,https://wx1.sinaimg.cn/large/008eKIPQgy1hthoonvte5j30j60yidl2.jpg,https://wx4.sinaimg.cn/large/008eKIPQgy1hthooo81uuj30j60yi7ab.jpg,https://wx2.sinaimg.cn/large/008eKIPQgy1hthoooxf2yj30j656ub0h.jpg",,,四川,红V
5076764887875738,Owd0kx2Q2,7722833603,九千个可爱小老虎,一个关于《黑神话悟空》二郎真君杨戬的对PS5手柄更友好的攻略。这是一个劈棍+芭蕉扇+铜头铁臂+禁字决的对决套首先加点系统劈棍点出4段棍式，武艺系统要点出左边前两个技能加强轻棍攻击距离，暴击、爆伤、攻击、气力值上限这几个加点属性点满。其他技能自己喜欢随意搭配。仙丹拉满血量、气力槽，剩下的加防御。技能带铜头铁臂、禁字决、石头人。泡酒物必选铜丸。（饮酒后下一次铜头铁臂不消耗法力值）法宝带芭蕉扇。精魂可带幽魂（变身击退+防御）或虎伥一类加爆伤的被动，因为手柄操作不便，主要以被动词条为主。丹药必吃益气丹（加气力槽上限）、龙光倍力丸（加攻击、暴击、爆伤）、坚骨药（加强硬）其余看喜好。具体打法：开局前行至杨戬前方，bgm响起时心里默数123后原地开发包芭蕉扇，杨戬跳起时会被打翻在地并格挡值清零。此时一套攻击可以无伤把他打到第二阶段。二阶段闪避躲掉巨斧，落地与杨戬缠斗。此时应注意，满蓄力劈棍打出时一定要看准时机，在杨戬攻击行动的间隙中打出，能在有格挡值的时候直接扣血打出真伤，但如果杨戬原地不动，他会闪躲你的蓄力棍。低血时喝一次酒，开一次铜头。因为泡酒物铜丸，饮酒后一段时间内开铜头铁臂是不消耗法力值的，一定要注意这个点，无耗开铜头。用变身、精魂磨过二阶段，轻棍攻击攒棍式元气，找机会敲他满蓄，找不到也不要担心，沉住气慢慢磨。杨戬五成血时飞天开三阶段，会漫天放飞剑黑神话悟空超话。此时按住疾奔绕圈跑即可，不要开花棍挡，前后摇太长容易躲不过最后变红的大飞剑。天空变红时注意闪避从天而降的招式，注意及时闪避红色飞剑后，杨戬落地会再次震荡一个伤害，注意要及时再按一次闪避，躲掉杨戬落地的伤害。三阶段后杨戬攻击欲望会更强，这个时候仔细看他的连招，闪避时不能离他太远，他一套打完的时候要及时上前轻棍输出，他就会站住格挡你的攻击，轻棍打完12后不要接识破了，这个阶段基本都会躲掉的，轻棍打完123即可后撤，他此时基本就会出下一波连招了。三阶段他一套打完暂停喘息的几率会降低很多，离他太远不及时攻击的话，杨戬会变成永动机不停地攻击你。第三阶段的时候，第二阶段轻棍攻击的元气基本已经满了，可以开第二次芭蕉扇了。在杨戬一套攻击结束时及时上前轻棍敲一下，让他停下来后，马上后撤一点开芭蕉扇。因为铜丸的存在，此刻法力值还是满的。看一眼气力槽，没回满就稍微等一下，气力槽满格时直接开禁字决。此时杨戬已经被芭蕉扇打掉了格挡值，一波猛攻直接拿下。这一套打下来很爽，操作也不算难，用到的键对手柄玩家比较友好，PS5平台的吗喽们有空试试看。,,,,,0,0,2,2024-09-09 18:42,黑神话悟空超话,https://wx1.sinaimg.cn/large/008qEdOjgy1hthnhzkojoj32yo1o0jz7.jpg,,,江苏,普通用户
5076755759761170,OwcLBEXke,1943358381,Moya陌雅,发布了文章《黑神话悟空快速全成就攻略成就指引+地图传送功能开启方法》O黑神话悟空快速全成就攻略成就指引+地图传送功能开启方法,,,,,0,1,0,2024-09-09 18:05,微博 weibo.com,,,,四川,普通用户
